Vessel_Name,MMSI_List,Destination_List
BOTHNIA,[255806224],['DE BRB']
CYGNUS SENTINEL,[235108318],['CYGNUS FIELD']
NORDICA HAV,[304334000],['GIJON']
FAST JEF,[205465000],['WARRENPOINT']
CYCLONE CLIPPER,[235056993],['LONDON']
BEATRIX,[246598000],['USMSY']
GRANDE COLONIA,[247217500],['MAPTM>DEHAM']
VB ELBE,[232044595],['LIVERPOOL']
CHRISTIAN ESSBERGER,[255805753],['GB EAM']
MERCHANTMAN,[235113087],['BELFAST']
ISLAND ADVENTURE,[250005067],['CLEGGAN/BOFIN 023POB']
CAPALL MARA,[232010652],['MOSTYN']
WILSON NANTES,[257698000],['AUGHINISH']
NQ ROSA,[256227000],['ES BIO']
WINDCAT 14,[235070403],['ABERDEEN>KOWL']
EGRET,"[235051724, 232051829]","['', 'HARWICH CH SURVEY']"
CROSSWAY EAGLE,[538006415],['']
EUROPEAN HIGHLANDER,[311404000],['GBCYN<>GBLRN<>GBCYN']
PRINCESS ROYAL,[235089188],['BLYTH']
WILLING LAD N102,[235077608],['UNKNOWN']
ULTRAMAR,[209662000],['GBLDY']
SAMSKIP ENDEAVOUR,[209380000],['WATERFORD']
ADAMAS,[246667000],['CORK']
MARALTA,[305255000],['LACONIAN BAY']
TANJA,[304690000],['PLSWI']
HIIUMAA,[255915627],['SE LLA VIA NOK']
ONE HAMMERSMITH,[354839000],['FRLEH>SGSIN']
SAMSKIP HOFFELL,[244860282],['GBIMM']
ELBRUNNER,[210568000],['DEHAM']
ODIN OF SCAPA,[232031135],['SCAPA FLOW']
MSC RUBY            ,[636024999],['GBFXT               ']
HEBRIDEAN PRINCESS,[232649000],['MUCK']
LADY SMITH,[235095659],['CH16']
AVOCET,[232060275],['']
ISLA DE BIOKO,[374402000],"['POINT LISAS,TT']"
NORDSTRAUM,[258152000],['GBABD > NLRTM']
DEE FISHER,[210431000],['FR LEH']
BRINT ENABLER,[257967000],['SEAGREEN OWF']
STROMBOLI M,[247482200],['ESLPA']
ARCTIC TIDE,[259989000],['DEEPSEA NORDKAPP']
MHO BALDER,[219031157],['SOFIA OWF']
GV RESOLUTION PD797,[235002260],['KILKEEL']
ULTIMATE,[235115155],['']
FASTNET LIR,[232022162],['WATERFORD']
SEVEN SEAS,[235060176],['TRITON FIELD']
TIA ELIZABETH TTL 14,[235098384],['RIMSBY<>LID<>GRIMSB']
ULTRA SERVAL,[353035000],['BR SSZ']
COTES DE LA MANCHE,[227091000],['OUISTREAM']
OASIS,[235059592],['']
PATRICK BLACKETT,[232040743],['PORTSMOUTH']
FORTUNA I,[205144000],['FR DKK>>MARGATE OPL']
PILOT V/L MAJESTIC,[232044725],['']
OFF-ROADER,[232046083],['GOOLE -HULL ALBERT D']
AZZARO,[305507000],['MAJFL']
TAUGAS,[304067000],['NL ROT>BR ARB']
MARAN POSEIDON,[240959000],['FRLEH']
TAKTOW,[261001873],['BARGE ASSIST']
KEY OCEAN,[210855000],['FRMTX > BEGNE']
SCH-144 VERTROUWEN,[244810000],['']
FJORDNES,[304829000],['NOTAU']
ARSLAND,[249332000],['GBPFT']
DIRK DIRK,[244030073],['BREMERHAVEN']
COE GISELA,[218005000],['SEKAN']
MARLEY,[205656000],['GB HDD']
BARTOK,[209391000],['FR LEH']
DK PILOT 16,[227175810],['']
TIMBERLAND,[235090537],['FI MTY']
MSC DENMARK VI,[636018240],['CIABJ']
NJORD MAGNI,[235108494],['GB LOW>>EA1OW>>GBLOW']
RNLI LIFEBOAT 16-11,[235050567],['ANGLE LIFEBOAT']
SILVER FERN CY197,[235007745],['STORNOWAY']
STAVFJORD,"[259888000, 244140000]","['HELGUVIK', 'GB BFB']"
SPES,[244016729],['AMSTERDAM']
SEA GOAT,[352003804],['DEBRB']
GOLDEN SALAMANDER,[235055107],['']
LINK POLARIS,[257689000],['KLAIPEDA']
ZHENG RUN,[356680000],['PORT SAID']
A2B LEADER,[246899000],['NLRTM']
ELBSTROM,[255805577],['NLRTM']
NORDIC OSHIMA,[538009300],['CAMNI']
A2B COMFORT,[246891000],['NLMOE<>GBIMM']
VB DONAU,[235054738],['LIVERPOOL']
MFV GIRL MACY,[235085777],['POTTING KEEP CLEAR']
VV II,[244008298],['']
STI ROTHERHITHE,[538005409],['GB FAW']
MSC ELENOIRE,[636023961],['ABU DHABI']
KITTIWAKE,[232008948],['ABERDEEN']
AUDACIOUS BF83,[232009468],['']
FRI OCEAN,[309467000],['GBNPT']
GRAMPIAN COURAGEOUS,[235011640],['MONTROSE']
EVER ALP            ,[352898717],['NL RTM> LK CMB      ']
SCANDIA SEAWAYS,[219027776],['RTM-IMM-RTM']
KMARIN REASON,[235108534],['US PGL']
MERCURY CLIPPER,[232008822],['LONDON']
HILDA KNUTSEN,[257895000],['SKARV']
VB KINGSMAN,[232045671],['HARBOUR TOWAGE']
WL PACIFIC,[477867700],['GRESIK']
LINK SUN,[257969000],['HUSOY']
NOBLE ENDEAVOR,[538001757],['INVER G #11 ANCHORAG']
MSC BHAVYA V,[636016423],['GBLIV>>CAMTR']
HST SWANSEA,[232046426],['GREAT_YARMOUTH']
PIPER,[235000082],['PIPER']
SVITZER BRUNEL,[235012605],['TEES?']
WESTERN VENTURE,[250107700],['FISHING GROUNDS']
WINDROOS Z98,[205279000],['CORK']
A2,[319043700],['GB TARB']
CPC CAROLINA        ,[255804970],['GB BEL              ']
LESSOW SWAN,[219479000],['FR PJE>NL RTM']
F/V VIRTUOUS,[250001166],['KILLYBEGS']
ANITA,"[232021710, 244615976]","['INVERKEITHING', '']"
MONTREAL EXPRESS,[310750000],['GBSOU>>>BEANR']
GALICIA,[228392900],['ESBIO']
WITNESS,[244679599],['NEWCASTLE']
LUCKY LADY,[256901000],['TR MER']
PAN EUROPE,[477157300],['NLRTM']
PERTAMINA GAS CASPIA,[352003541],['US HOU']
PEDRO ALVARES CABRAL,[253365000],['HORNSEA']
Z526 VAYA CON DIOS,[205316000],['CORK']
F/V:DEFIANT FY848,[235009060],['FISHING GROUNDS']
RNLI LIFEBOAT 14-34,[235005113],['SAR DUTIES BROCH']
DALIDA,[538004772],['BR STM']
SEA EXPLORER,[255916048],['DZBJA']
H&S HONESTY,[245407000],['GB HTP']
ELSIE MARIA 2,[250000658],['FISHING GROUNDS']
FLATHOLM,[235014266],['GBPEN']
FATHER MCKEE,[250513000],['CHANNEL 16 FOR INFO']
SERENADE TIDE,[257143000],['ABERDEEN']
NORMAND SUBSEA,[258377000],['MADOES']
CMA CGM MONTOIR,[229290000],['GBFXT>BEANR']
EMS LAKE,[304877000],['GBFLW']
SALTHOLME,[235104009],['TEES PILOTAGE']
BRITANNIA,[310858000],['ES CAD']
FINNWAVE,[230632000],['ZEEBRUGGE']
MFV ADMIRAL GORDON,[232047256],['WHITBY']
A2B PROUD,[245502000],['NLMOE']
ALTAIRE,[232047253],['FISHING GROUNDS']
SAN MARCO MAERSK,[219101000],['MAPTM>NLRTM']
GOSSO,[232019107],['@@\\@M0@;@@@@A0@\\@@8']
FIDAN,[511101346],['RU PRI.']
GRANDE ITALIA,[247039300],['BEANR-PTSET         ']
SD ANGELINE,[235106697],['GREAT HARBOUR']
HELENE-B,[304021000],['GBMON']
NORDIC SIKU,[538009481],['FR DKK>CA MNI']
RONJA CHRISTOPHER,[257125430],['SOUND OF MULL']
YOLANDA,[244710326],['DARTMOUTH']
F/V ST DANIEL,[227321830],['BOULOGNE/MER']
GRAMPIAN CITADEL,[235082759],['ALBA/BRITANNIA']
SEA FIGHTER,[636023257],['GB IMM']
SUPRA MONARCH,[636022986],['BR ITA']
BROOKLYN BRIDGE,[431187000],['NLRTM']
PATRIA,[209734000],['LYNAS ANCH FOR ORDER']
DUNARA,[235108914],['CORPACH']
ALACRITY,[235114872],['PORTLAND']
INCRA,[314431000],['PTSET']
CULZEAN PLATFORM,[232006164],['CULZEAN']
PICTON,[235068455],['MILFORD HAVEN']
SUPERIORITY,[235098061],['GBIMM']
ARKLOW RALLY,[250013821],['FOR ORDER']
VB PANTHER,[232054836],['HARBOUR OPS']
FARO SILLEIRO DOS,[224384000],['CORUNA']
ATLANTIC KLIPPER,[636023858],['BBBGI']
CELTIC PIONEER,[232043493],['']
AETHRA,[241831000],['CELTIC WORKSITE']
SB ADIEU,[235014861],['THAMES']
DAGALIEN,[235014766],['TOFT']
MCS TAKU CPP,[235107648],['SAR OPERATIONS']
CL NOGARO,[205136000],['FR DKK']
IMAVERE,[209184000],['GBIMM']
CHEMICAL TRAVELLER,[249066000],['NL RTM=>ES HUV']
APL LION CITY,[566880000],['FRLEH>NLRTM']
EDDA FRENDE,[259912000],['VALARIS 122']
MARAN GAS AMORGOS,[241746000],['FOR ORDERS']
HIRTA,[235061329],['PATROL']
NSL EXCALIBUR,[235113676],['LIVERPOOL  BURBO']
ARYABHATA,[630001163],['BALTIC SEA FOR ORDER']
VALARIS GORILLA VI,[538005011],['SEAGULL']
MARY ELLEN,[250014101],['FISHING GROUNDS']
VB RIVERMAN,[232042056],['NEWPORT']
ROMY,[538009071],['US ILG']
BLYTH SPIRIT,[232004812],['PILOTAGE OPS']
PUTFORD JAGUAR,[235051735],['CARRACK']
OOCL LUXEMBOURG,[477738600],['GBFXT>MYPKG']
BF DEFENDER,[235098051],['SAR']
OSCAR WILDE,[209479000],['GBDVR <-> FRCQF']
EMS HIGHWAY,[212882000],['ZEEBRUGGE']
SAN BACCO,[256831000],['DEBRB']
VENTURER,[235040458],['']
IVER BRILLIANT,[244308000],['NL ROT']
DOLE ASIA,[311295000],['PRSJU']
AW-189,[111232527],['']
AS NURIA,[636091784],['DKAAR']
ORAHOPE,[220264000],['NLRTM']
LORD OF THE ISLES,[232605000],['GB OBA']
LEVANTE JET,[232059753],['POOLE-ST.HELIER-POOL']
INDEPENDENCE OTS,[309374000],['DE HAM']
AQUAMARINE ACE,[352980798],['GB SOU']
ARKLOW GLEN,[244339000],['LONDONDERRY']
LOWLANDS CORSO,[352002957],['FR URO']
PLYMOUTH QUEST,[235017045],['PLYMOUTH_']
SEAGEM,[215434000],['FR DKK']
SHEARWATER,"[352003880, 235020043]","['LOWESTOFT', '']"
SIGAIA THERESA,[257729000],['SN DKR']
FROST TIDE,[258123000],['MARINER FIELD']
AUTOPRESTIGE,[255801580],['BEZEE']
HUMBER SPRINTER,[305649000],['LTKLJ']
SEA ELEPHANT,[538008165],['FR LAV']
CGAS MAUD,[248102000],['PT SINES']
SCOT RANGER,[232031538],['GBINV']
HISTRIA AZURE,[538002852],['GIB FOR ORDERS      ']
EM KEA,[636015646],['DEBRV']
FLUVIUS TAVY,[314426000],['GBFOY']
VASTBERADEN,[244810331],['']
VAN EYCK Z53,[205166000],['FISHGROUND']
MAGNOLIA SEAWAYS,[219455000],['GB IMM <> DE CUX']
OLYMPIC FUTURE,[240221000],['GIGIB']
AUTOSUN,[255801490],['ES PAS']
ADRIATIC,[246269000],['FRURO']
CEMCLIPPER,[209133000],['ESGIJ']
PAULA,[304010228],['ESLPA']
BROSME,[232006620],['PORT DE CORUNA']
CARVELA,[232018964],['STROMNESS']
FV_ ARDENT,[232006240],['PETERHEAD    .']
AQUARIUS ACE,[354123000],['GBTYN']
SILVERSTONE,[538011447],['NGLOS']
BESSIE ELLEN,[235006020],['OBAN                ']
CELINE,"[636016747, 249901000]","['BEZEE', 'ORDER']"
PANDA 005,[255915666],['NLMOE']
DOLPHIN SPIRIT,[232036028],['INVERNESS TO INVERNE']
JACK D,[235058016],['GBLON']
CMA CGM TOPAZ,[636014169],['MAPTM']
RIX EXPLORER,[209681000],['RIDHAM (GB)']
MILFORD HAVEN VTS,[2320816],['']
ALTERA WAVE,[311000971],['GLEN LYON OF']
XIANG TIGER,[538007117],['ALGECIRAS/SPAIN']
MORGENSTER,[245136000],['ABERDEEN']
FROYA,[257081000],['NLSLU']
PARANA,[218562000],['ZACPT>DEEME']
AURA 1,[352005472],['PORT SAID']
TIM,[212571000],['ORDER']
ADAVEGA,[636019710],['GBLIV>>IEFOV        ']
STOLT SANDERLING,[235095972],['MARGATE ROAD']
FIONA B,[210529000],['DEHAM']
SEACAT SCEPTRE,[232039754],['HARWICH<>GOWF']
SONGA PEARL,[248897000],['GBIMM']
LUCIA,[235008784],['LOOE']
ANGLEGARTH,[232002698],['CLYDE OPS']
KAYLANA SY21,[235013472],['']
FWN SKY,[244850226],['ESFUE']
ONYX OF LONDON,[235111064],['LONDON']
ISLE OF MULL,[232343000],['GB LBD']
CHEM SELENIUM,[538007832],['BEANR               ']
EDZARD SCHULTE,[235076245],['ARA FOR ORDERS']
CAPTAIN PARIS,[229716000],['DK SKA']
KADRI,[305665000],['GBLDY']
C. CAPELLA          ,[341067002],['GBCDF               ']
ECO CATHAR,[636023368],['GB LDY']
CORALWATER,[245675000],['HOLYHEAD']
RADIANT MORN,[235004039],['CARRADALE OR TH TOON']
RNLI LIFEBOAT 13-55,[232059196],['SEARCH & RESCUE']
NEWCASTLE EXPRESS,[477624400],['UST LUGA']
KEY WIND            ,[319301000],['KYLEAKIN            ']
THAMES BUBBLER,[235055696],['&^--LW;VDXHQ9@>?WN3S']
LT-43 ANNALIJDIA,[232015678],['FISHINGGROUNDS']
920254,[111232529],['']
NORVIND,[258761000],['WISMAR-DE']
GV.STAR.AH.BUCHAN,[235076743],['FISHING OR FRASERBUR']
WAGON C,[309938000],['LTKLJ']
SEACAT FREEDOM,[235116921],['GB LOW<>GABBARD']
F/V LE SQUALE,[227318940],['']
BULK GREECE,[354459000],['DEHAM']
RNLI LIFEBOAT 13-49,[232027360],['WHITBY LIFEBOAT SAR']
ACE VIKING,[210148000],['ABERDEEN']
CMA CGM RUNDALE,[256882000],['NLRTM']
MAZARINE,"[249673000, 253000030]","['GBLIV', 'IEDUB']"
SEAVOYAGER,[256439000],['FOR ORDERS']
PACIFIC WEST,[538004758],['NO NVK >> SA JUB']
WILMA,[209917000],['GBMID']
YAKA II,[228065140],['']
ARGONAUTE,[228186700],['FRENCH NAVY ORDER']
IBEX,[232020078],['FAWLEY']
OLYMPIC TAURUS,[257959000],['SUNDERLAND-UK']
EEMS DELF,[244176000],['IEDRO']
MONJASA PROMOTER,[636018716],['GBPTL']
KAROLIINA,[305201000],['RULED']
WINTER SEA,[538004923],['GB NPT']
SMIT DART,[235008178],['PLYMOUTH']
GOLDEN JUBILEE,[235053514],['LONDON']
JORK RULER,[210008000],['PLGDY']
GVLIBERTY BF120,[235001680],['CH 16']
TOUCHSTONE,[232059339],['RIVER THAMES']
TRITON FPSO,[235599000],['']
CATHERINE,[249107000],['GBPFT<>NLRTM BRITHVN']
BG RED,[255804860],['IEDUB']
ANSGAR E104,[235051671],['FISHING']
BOW SUCCESS,[353069000],['FRANCE']
BREB TRADER,[255802570],['IE DDK']
CHRYSTAL ICE,[538003523],['TURKEY FOR ORDERS']
TERRA MARIQUE,[235039536],['HUNTERSTON']
STADT KINN,[257067970],['HUSOY']
EMERALD OF LONDON,[235059877],['']
GRAMPIAN TALISKER,[235072616],['SEAFOX 4']
ONWARD N107,[235080649],['']
ARAN 12O,[377168000],['DUBLIN']
FEDAJA,[244670665],['AMSTERDAM WESTHAVEN']
MINCK,[228460600],['SAR OP']
RNLI LIFEBOAT 17-51,[232001890],['TRIALS POOLE']
CAPTAIN P           ,[235093878],['GALLOPER            ']
WIND ENERGY,[219032199],['WESTERMOST ROUGH OWF']
RHONE,[244264000],['DREDING OPS LIVERPOL']
BOY LESLIE,[257164800],['ABERDEEN']
CAN DO,[235034454],['UNKOWN']
ANJI ANSHENG,[636023525],['ES ALG              ']
INTER BARENTS,[257055610],['LERWICK']
HST POOLE,[232035320],['LOWESTOFT<>GG']
GPS ARCADIA,[235115658],['MEDWAY']
GRAMPIAN DELIVERANCE,[235108934],['WEST SOLE']
VB  BELGIE,[232059395],['']
ALBIE_OF_LADRAMBM181,[235103644],['FISHINGGROUNDS']
XPLORER,[235050359],['GY TMB GY']
F/V LUANTSA,[228355800],['ROSCOFF']
LEYA,[636021604],['TO SKAGEN FOR ORDERS']
KAPPAGAS,[304050982],['LV RIX']
STEN TRITON,[255954000],['BE ANR']
MAIA-1,[273291160],['TO ORDER']
SEA LEOPARD,[235023771],['DOVER;FRANCE>DOVER']
MULTRATUG 20,[244790899],['VLISSINGEN']
FV SHARYN LOUISE,[235001440],['']
SHAKEN NOT STIRRED,[235096008],['']
SVITZER SHOTLEY,[235037917],['FELIXSTOWE']
ACE DISCOVERER,[210118000],['HAEVENE BRIM']
SAKIZAYA TREASURE,[636020019],['US MSY']
OURAGAN,[227788990],['CONFLANS']
ALANA,[255805557],['BEANR']
VIKING JUPITER,[257058920],['NO BGO']
BORE WAVE,[246278000],['FIKTK']
FORTH LEOPARD,[232026752],['PILOT DUTIES']
MEDEMBORG,[244850900],['ESLEI']
FULMAR,[232025231],['LIVERPOOL BAR PILOT']
MSC BREMERHAVEN V,[255804350],['BEANR']
NIRVANA,[226012010],['']
MED PACIFIC,[229350000],['NLRTM']
920225,[111232513],['']
SVITZER VICTORY,[235011848],['IMMINGHAM DOCK']
GOLDEN FLAME,[235053516],['RIVER THAMES']
VARKAN EGE,[271002541],['NLRTM>GBPFT']
VAUBAN,[226002270],['SHELL NANTERRE']
BIGGA,[232003606],['GUT-BEL-HAMAR']
GULF HUWAYLAT,[370211000],['IMMINGHAM']
SAMSKIP INNOVATOR,[209361000],['GBTIL']
ORION BF432,[232036424],['']
DEO GLORIA,[245488000],['HEYSHAM']
FPMC 31,[636018723],['NLAMS']
F/V SCAPULAIRE,[227322230],['']
RIX PANTHER,[235093688],['FLEETWOOD']
DELFT SEAWAYS,[235009590],['GBDVR <> FRDNK']
S/V IDEC SOLO SAILOR,[228251700],['INTEGRITE']
AILAMA,[629009318],['PORTSAID']
GOLDEN DAY,[538009008],['RU ULU']
GINA MARY,[232006643],['KYLE']
VOS HADES,[235104474],['FPF1 STELLA FIELD']
PROSPERO,[266001000],['FRLAV']
BAUSTELLA,[477103600],['GBSWD']
SPIRIT OF DISCOVERY,[232021171],['GB DVR>NO BGO']
HMS PEMBROKE,[234625000],['LONDON ROAD']
SOUND OF SHUNA,[235013197],['HQ>MCPT>HQ']
PAPICHULO,[244071284],['']
UBEROUS FR50,[232018893],['FRASERBURGH']
OBSTINE,[227689560],['ROUEN CPA']
MSC ABY,[636020730],['ESVLC']
NS IONA,[319060600],['GLEN LYON']
SPIEGELGRACHT,[245789000],['GB GRK']
NORBRIS,[258648000],['ABERDEEN']
ALVANITH,[210253000],['GB EAM']
UKD MARLIN,[232001610],['GBGRG']
ELANDRA REDWOOD,[636018545],['ES LPA']
CMA CGM CONCORDE,[228401800],['FRLEH']
WHITCHALLENGER,[235007413],['BUNKERING']
EAGLE SAN ANTONIO,[566453000],['NGESC']
SVITZER TIGER,[232059673],['THAMES/MEDWAY OPS']
OAKTREE,[636024243],['PL GDY']
LALFA II,[228067140],['']
RNLI LIFEBOAT 16-22,[235069214],['POOLE']
DC VLAANDEREN 3000,[245381000],['OOSTENDE']
F/V JP LE ROCH,[228066700],['LOCHINVER']
PEREGRINE,[215740000],['NLRTM']
AMANDINE,[249679000],['NLRTM-GBKGH-NLRTM']
SORLANDET,[257165000],['GB ABD']
NISSOS DONOUSSA,[538008313],['FOR ORDERS']
ROCK,[314845000],['SUEZFORORDERS']
SVITZER HAWK,[232019514],['PORTBURY']
FORTH SENTINEL,[235066369],['LEITH']
SPIRIT OF EMDEN,[255803870],['GB ABD']
SEVEN KESTREL,[235103286],['SCOTT']
FJ IRIS,[538010266],['GBLIV']
111232517,[111232517],['']
EUROPA 2,[229378000],['FR BOD']
MINERVA CORALIA     ,[249878000],['FR LEH              ']
SENIORITY,[235098058],['GONFREVILLE']
APL BOSTON,[566950000],['GBFXT>BEANR']
COLLINGWOOD,[235064735],['GB TYNE']
ARKLOW GUARD,[244656000],['PLGDN']
RDJ RIJNSTROOM,[244397000],['PLYMOUTH']
MARAS,[304345000],['SETUBAL']
WINDCAT 27,[235086068],['EYEMOUTH-NNG OWF']
PORTH WEN,[235089684],['SURVEY OPS']
ARMADA 78 03,[563175900],['GBBLY']
SEAFOX 4,[235066352],['LEMAN F']
JOHANNES,[255915883],['GB SUN']
TS SHTANDART,[518999255],['ABERDEEN']
CORSAIRE DE SERCQ,[232033935],['FOWEY']
PUTFORD VOYAGER,[232814000],['LEMAN ALPHA']
ROB,[636019341],['EGDAM']
ENDEAVOUR,"[235002680, 235096745]","['LOWESTOFT', 'EYE']"
PL ST EDMUND,[235101651],['PILOTAGE OPS']
W NORTH,[256585000],['DEBRB']
ROOS,"[244870618, 244126390]","['AMSTERDAM', '']"
DELTA EURYDICE,[636017106],['ES ALG']
MSC JOY,[356037000],['FRLEH>FRBES']
CORRAN,[235001223],['']
MATRICARIA,[244670408],['AMSTERDAM']
SIR JOHN FISHER,[232044985],['GBCAN']
STOLT FULMAR,[255806426],['FRLRH']
THORSHAVN,[231388000],['KIRKWALL']
MARAN GAS MARSEILLE,[241840000],['FOR ORDERS']
WINDCAT19,[235062747],['GRIMSBY']
MV HJALTLAND,[235450000],['LERWICK']
SAMSKIP EXPRESS,[255805840],['NLRTM/RST-S']
LEONARDO,"[111250055, 111250052]",['']
HUMBER JUPITER,[235101935],['HUMBER PILOTAGE AREA']
STEN BALTIC,[255915985],['NLAMS']
CAPE TEES,[538003549],['GB IMM>BR AGU']
GARRION OWL,[232028036],['ROTHESAY DOCK']
BREB TIMBER,[255802490],['BRAKE']
HUBERT SCHULTE,[477947100],['BEANR']
F/V LE CROTELLOIS,[228396700],['']
SEA BREEZE,[636092909],['USHVN']
BOURNE,[232028891],['IMPERIAL WHARF']
ATLANTIC SOVEREIGN,[312817000],['GBSUN']
BONACIEUX,[236553000],['DEEME']
CHRISTIAN RADICH,[258373000],['FR DKK>GB ABD']
SEA JULIETT,[244181000],['WATERFORD IEWAT']
FV FRUITFUL HARVEST,[235118269],['FISHING GROUNDS']
GRINNA,[258812000],['CORK']
KARLICA,[271049308],['ESBIO']
OCEAN PIONEER FR928,[235000170],['CH16 OR 73']
LADY BERTA,[247482400],['GBFAW']
MAERSK GENOA,[477430600],['DEHAM>MAPTM']
TAI HUA WAN,[413527080],['BAYONNE  FR']
AOKA MIZU,[306811000],['LANCASTER FLD']
ATLANTIS DWELLER,[311000810],['']
CHARLIE KNIGHT,[232046205],['LERWICK']
LAETITIA,[250223000],['FISHING GROUND']
SD CAWSAND,[232002185],['PLYMOUTH']
W.B. YEATS,[209146000],['DUBLIN']
RNLI LIFEBOAT 13-34,[232009301],['RHYL']
MINERVA SYMPHONY,[636024903],['SKAGEN']
GRAMPIAN DEVOTION,[235110657],['MONTROSE FIELD']
WINDCAT29,[235089224],['RAMSGATE']
PESCABERBES TRES,[224005190],['CASTLETOWNBERE']
WAGON ALFA,[314844000],['NLAMS']
VEGA LEADER,[355948000],['GBPRU > ESVGO']
LYDIA,[277573000],['FRURO']
VESTLAND ARTEMIS,[311000772],['ABERDEEN']
APEX,[235053723],['FAWLEY']
SCH-99 ARAVIS,[244682000],['FISHING GROUNDS']
OCEANITE,[227009790],['']
HERBADI DOS,[224229000],['CASTLETOWN']
PHI,[229359000],['CANARY WHARF']
NORDIC SOLA,[258715000],['GRANGEMOUTH']
LADY HATICE,[356300000],['BE GNE']
SNOWDROP,[235024612],['LIVERPOOL']
SERAPHIM,[636022653],['EMBAPORT            ']
ESL AFRICA,[212537000],['PL SZZ']
TS JACK PETCHEY,[235075328],['QUEENBOROUGH']
BALTIC EAGLE,[232056735],['GB LIV']
F/V.LAURA,[227411000],['FISHING']
F/V EFFERA,[227391000],['']
MARLIES,[244000039],['']
H72 FRANK BONEFAAS,[232024007],['FISHINGGROUNDS']
HAVEN SUPPORTER,[235081174],['LONDON']
ADAMAR,[636018756],['NLVLI']
DISTRIBUTOR,[232014850],['THAMES___']
AQUA VIKING,[257982700],['LERWICK']
CANARY WHARF 4,[232004871],['']
RED ROCKET,[235101775],['']
SISKIN,[246804000],['GBHRW']
SARNIA LIBERTY,[236399000],['GBSOW']
HARRIS,[232058682],['MORAY FIRTH OPS']
VESTRI ENABLER,[257860000],['SHEARWATER PLATFORM']
BRAHMS,[209577000],['GB TEE']
SOLAS,[250014291],['PILOT AREA']
TITAN DISCOVERY,[235102534],['LIVERPOOL MARINA']
BAS TIGER,[511101295],['NGLOS']
HAPPY PENGUIN,[235095979],['FRGLO>>NLMOE']
EXCELLENCE PEARL,[269057195],['COENHAVEN']
ASPHALT SPIRIT,[538004558],['GBSWD']
SILVER DARLING,[235094988],['']
CARNIVAL MIRACLE,[354277000],['GBDVR > DKCPH']
WILSON AVONMOUTH,[314604000],['NLVEL']
LOCH FRISA,[232039981],['GB CNU<>GB OBA']
ELISABETH SCHULTE,[235076265],['FAWLEY']
SCH123 ZEELAND,[244583000],['FISHING GROUNDS']
SCH 81 CAROLIEN,[246274000],['IJMUIDEN']
AQUA REFLEX,[232008557],['LOCHMADDY']
GAS PACIFIC,[352005172],['TURKEY FCR ORDER']
RAYSUT,[370066000],['GIGIB']
NEW VISION,[477369300],['CORPUS CHRISTI']
VEMAHONESTY         ,[248434000],['FALMOUTH UK         ']
WINDCAT 4,[235032079],['ABERD/KIN']
HERCULES (PILOTS),[244780378],['DEN HELDER']
BALTIC COASTER,[255915748],['FIHMN']
WISMAR,[205210000],['ROD DK']
REGAIN,[235053647],['LONDON']
THUN BRITAIN,[244329000],['GB IMM']
STOLT SEAGULL,[235112571],['GBDAG>NLSLU']
RNLI LIFEBOAT 16-13,[235050627],['LOWERSTOFT']
TRENT FISHER,[232016793],['GB TTL']
FORTH TIDE,[257154000],['THISTLE INSTALLATION']
IJVEER 55,[244750692],['HEEN EN TERUG']
JOSE PROGRESS,[355209000],['GB HUL']
AURIGA SM70,[235073521],['']
CARRAIG MHOR,[250117440],['BALT POB 21']
ELISABETH,"[205770000, 246497000]","['GBPEM>ESBIO', 'NLRTM']"
BG ONYX,[255772000],['DUBLIN']
SEAVICTORY,[248299000],['SKAW']
HMS TYNE,[232729000],['0                   ']
ATLANTIC VIKING,[258943000],['AALESUND']
SCH-135 GALIBIER,[244630637],['']
NORDIC SAGA,[257942000],['NO TBO']
SPERRY TEST,[451204780],['']
LEOPARD 3,[215348000],['COWES']
SD CAREFUL,[232002652],['PLYMOUTH']
SVITZER MILFORD,[235020899],['CLYDE OPS AREA']
CONNAUGHT,[235057667],['LONDON']
HAVEN SEACHALLENGER,[232037256],['AVONMOUTH']
BLUE ECLIPSE 1,[232048902],['YACHT HAVEN MARINA']
CMA CGM BLUE WHALE,[215175000],['DEHAM']
CHELSEA,[235039962],['']
SEACAT ENTERPRISE,[232006483],['HARWICH']
MSC SOFIA CELESTE,[255806495],['PTSIE']
AMARYLLIS           ,[636018055],['US MSY              ']
ZALIV,[352001585],['ROUEN']
VICTRESS,[235008290],['GBBWK']
DEEP VISION,[235076013],['SHELL PIPELINE NO202']
ORYX,[235034959],['FAWLEY']
SPICA J,[305115000],['GBLIV']
GEORG ESSBERGER,[255735000],['ROTTERDAM']
CT VECTOR,[235064573],['MOSTYN']
SEA CRUISER 2,[355104000],['GRIMSBY<>ZEEBRUGGE']
LCU 9734,[235070238],['0']
ESENIYA,[273356870],['ST PETERSBURG']
RNLI LIFEBOAT 17-34,[235005119],['TYNEMOUTH']
TRUFFALDINO,[375056000],['PTLIS']
ONE RECOGNITION,[477922300],['INHZA']
F/V MANUREVA,[228366900],['FISHING GROUNDS']
ANNE-S,[245921000],['GBGOO']
SD INDULGENT,[235070763],['PORTSMOUTH']
CGAS JAGUAR,[249223000],['GB TEE']
XIN HAI TONG 27,[538009401],['EG PSD']
RNLI LIFEBOAT 16-15,[235050721],['SHOREHAM']
FURE VIKEN,[265057000],['AMSTERDAM']
